,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,completion
24143,FFF,2013J,311151,M,North Region,Lower Than A Level,,35-55,2,60,N,Withdrawn,-31.0,46.0,False
24144,FFF,2013J,312760,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-15.0,,True
24145,FFF,2013J,313206,M,Wales,Lower Than A Level,20-30%,0-35,1,60,Y,Fail,-45.0,,True
24146,FFF,2013J,313700,M,Ireland,Lower Than A Level,10-20,0-35,0,90,N,Fail,-75.0,,True
24147,FFF,2013J,314776,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-36.0,,True
24148,FFF,2013J,315808,M,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,Distinction,-163.0,,True
24149,FFF,2013J,316061,M,North Western Region,Lower Than A Level,0-10%,0-35,0,180,Y,Withdrawn,-38.0,188.0,False
24150,FFF,2013J,316098,M,South Region,A Level or Equivalent,40-50%,0-35,1,60,N,Pass,-32.0,,True
24151,FFF,2013J,316541,F,Scotland,HE Qualification,30-40%,0-35,0,120,N,Distinction,-81.0,,True
24152,FFF,2013J,318627,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,-115.0,,True
24153,FFF,2013J,319578,M,East Midlands Region,Lower Than A Level,10-20,35-55,1,90,N,Pass,-32.0,,True
24154,FFF,2013J,320437,M,Wales,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-75.0,,True
24155,FFF,2013J,321486,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Withdrawn,-29.0,65.0,False
24156,FFF,2013J,321969,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,-150.0,110.0,False
24157,FFF,2013J,323480,F,South Region,HE Qualification,50-60%,0-35,1,60,N,Pass,-185.0,,True
24158,FFF,2013J,323984,M,South West Region,A Level or Equivalent,70-80%,0-35,1,60,N,Pass,-29.0,,True
24159,FFF,2013J,324331,M,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,-72.0,138.0,False
24160,FFF,2013J,324672,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-16.0,,True
24161,FFF,2013J,325368,M,Scotland,A Level or Equivalent,80-90%,35-55,3,90,N,Fail,-29.0,,True
24162,FFF,2013J,325750,M,Scotland,HE Qualification,10-20,35-55,1,90,N,Withdrawn,-32.0,235.0,False
24163,FFF,2013J,326056,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-25.0,179.0,False
24164,FFF,2013J,329655,F,Ireland,Lower Than A Level,,0-35,1,90,N,Fail,-29.0,,True
24165,FFF,2013J,330192,M,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-28.0,,True
24166,FFF,2013J,330347,M,South Region,HE Qualification,90-100%,55<=,1,60,N,Fail,-196.0,,True
24167,FFF,2013J,330669,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,180,N,Withdrawn,-94.0,-78.0,False
24168,FFF,2013J,330723,M,Wales,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn,-38.0,172.0,False
24169,FFF,2013J,331039,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,120,Y,Pass,-29.0,,True
24170,FFF,2013J,331417,M,Ireland,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-32.0,,True
24171,FFF,2013J,333710,M,Ireland,A Level or Equivalent,50-60%,0-35,1,90,N,Fail,-44.0,,True
24172,FFF,2013J,334476,F,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-47.0,,True
24173,FFF,2013J,334669,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,-46.0,58.0,False
24174,FFF,2013J,335476,M,Wales,A Level or Equivalent,30-40%,0-35,1,90,N,Pass,-117.0,,True
24175,FFF,2013J,335562,M,North Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,-59.0,,True
24176,FFF,2013J,335582,M,South East Region,A Level or Equivalent,90-100%,35-55,0,120,N,Distinction,-32.0,,True
24177,FFF,2013J,335644,M,South West Region,HE Qualification,90-100%,35-55,0,120,N,Fail,-28.0,,True
24178,FFF,2013J,335726,F,North Western Region,Lower Than A Level,90-100%,0-35,1,60,N,Withdrawn,-149.0,100.0,False
24179,FFF,2013J,338536,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass,-16.0,,True
24180,FFF,2013J,338806,M,North Region,Lower Than A Level,70-80%,0-35,2,90,N,Fail,-32.0,,True
24181,FFF,2013J,338975,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,150,N,Pass,-99.0,,True
24182,FFF,2013J,339624,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-37.0,9.0,False
24183,FFF,2013J,340647,F,South East Region,HE Qualification,80-90%,35-55,0,90,N,Pass,-23.0,,True
24184,FFF,2013J,340751,F,South Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn,-32.0,-1.0,False
24185,FFF,2013J,341096,M,South Region,Lower Than A Level,50-60%,35-55,0,120,N,Pass,-54.0,,True
24186,FFF,2013J,341361,M,London Region,HE Qualification,10-20,35-55,1,60,N,Pass,-194.0,,True
24187,FFF,2013J,341470,F,South East Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,-90.0,,True
24188,FFF,2013J,341839,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn,-23.0,157.0,False
24189,FFF,2013J,342155,M,London Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,-38.0,,True
24190,FFF,2013J,342208,M,South West Region,A Level or Equivalent,30-40%,0-35,1,180,Y,Withdrawn,-157.0,-123.0,False
24191,FFF,2013J,342953,M,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-165.0,,True
24192,FFF,2013J,343419,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-103.0,,True
24193,FFF,2013J,343658,M,Scotland,Lower Than A Level,90-100%,0-35,2,90,N,Fail,-31.0,,True
24194,FFF,2013J,343828,F,London Region,Lower Than A Level,50-60%,0-35,1,180,N,Pass,-29.0,,True
24195,FFF,2013J,344787,F,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-117.0,,True
24196,FFF,2013J,347484,M,South East Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-95.0,,True
24197,FFF,2013J,347809,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,-47.0,,True
24198,FFF,2013J,348717,M,East Anglian Region,Lower Than A Level,90-100%,0-35,2,60,N,Pass,-192.0,,True
24199,FFF,2013J,348783,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-38.0,,True
24200,FFF,2013J,349219,M,West Midlands Region,A Level or Equivalent,,0-35,1,270,N,Fail,-23.0,,True
24201,FFF,2013J,349247,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn,-49.0,101.0,False
24202,FFF,2013J,349676,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-150.0,,True
24203,FFF,2013J,351170,M,Ireland,Lower Than A Level,90-100%,0-35,0,120,N,Pass,-26.0,,True
24204,FFF,2013J,351505,M,South East Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-37.0,,True
24205,FFF,2013J,352083,M,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn,-32.0,-18.0,False
24206,FFF,2013J,352102,F,South West Region,Lower Than A Level,30-40%,0-35,1,60,N,Withdrawn,-31.0,0.0,False
24207,FFF,2013J,353066,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,-38.0,-23.0,False
24208,FFF,2013J,353790,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-19.0,,True
24209,FFF,2013J,354550,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-92.0,,True
24210,FFF,2013J,355293,M,East Midlands Region,Lower Than A Level,30-40%,0-35,1,150,N,Withdrawn,-54.0,228.0,False
24211,FFF,2013J,355335,M,Ireland,Lower Than A Level,0-10%,35-55,2,90,N,Pass,-136.0,,True
24212,FFF,2013J,356397,M,South East Region,Lower Than A Level,50-60%,0-35,2,90,N,Fail,-37.0,,True
24213,FFF,2013J,357851,M,East Anglian Region,Lower Than A Level,50-60%,0-35,1,90,Y,Withdrawn,-145.0,234.0,False
24214,FFF,2013J,359149,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-145.0,166.0,False
24215,FFF,2013J,360581,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,-38.0,,True
24216,FFF,2013J,360747,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-67.0,,True
24217,FFF,2013J,360986,M,London Region,A Level or Equivalent,10-20,35-55,1,120,N,Pass,-23.0,,True
24218,FFF,2013J,361837,M,Wales,HE Qualification,60-70%,35-55,2,120,N,Fail,-157.0,,True
24219,FFF,2013J,363273,F,Wales,Lower Than A Level,0-10%,0-35,0,90,N,Fail,-15.0,,True
24220,FFF,2013J,363738,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-53.0,93.0,False
24221,FFF,2013J,364790,F,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,Distinction,-83.0,,True
24222,FFF,2013J,364974,M,North Region,Lower Than A Level,40-50%,35-55,1,180,N,Pass,-73.0,,True
24223,FFF,2013J,367510,M,London Region,A Level or Equivalent,20-30%,0-35,1,120,Y,Withdrawn,-37.0,94.0,False
24224,FFF,2013J,367605,F,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-37.0,,True
24225,FFF,2013J,368315,M,London Region,Lower Than A Level,30-40%,0-35,0,120,Y,Pass,-31.0,,True
24226,FFF,2013J,368935,M,Scotland,HE Qualification,0-10%,0-35,0,120,N,Fail,-194.0,,True
24227,FFF,2013J,369208,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-142.0,,True
24228,FFF,2013J,369826,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-82.0,-15.0,False
24229,FFF,2013J,370934,M,Yorkshire Region,Lower Than A Level,10-20,35-55,1,60,N,Withdrawn,-150.0,-110.0,False
24230,FFF,2013J,371133,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-71.0,134.0,False
24231,FFF,2013J,371247,M,East Midlands Region,HE Qualification,80-90%,35-55,1,120,N,Pass,-28.0,,True
24232,FFF,2013J,371869,M,Wales,HE Qualification,50-60%,35-55,0,240,N,Pass,-51.0,,True
24233,FFF,2013J,372262,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,Distinction,-88.0,,True
24234,FFF,2013J,372619,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-174.0,0.0,False
24235,FFF,2013J,377705,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,1,60,N,Fail,-88.0,,True
24236,FFF,2013J,379070,M,Scotland,HE Qualification,0-10%,0-35,0,60,N,Distinction,-28.0,,True
24237,FFF,2013J,379843,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass,-64.0,,True
24238,FFF,2013J,380161,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,-108.0,-101.0,False
24239,FFF,2013J,380435,F,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Distinction,-158.0,,True
24240,FFF,2013J,380710,M,London Region,Lower Than A Level,20-30%,35-55,0,180,N,Withdrawn,-38.0,37.0,False
24241,FFF,2013J,381058,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-135.0,,True
24242,FFF,2013J,381365,M,North Western Region,Lower Than A Level,30-40%,0-35,2,120,N,Withdrawn,-37.0,104.0,False
24243,FFF,2013J,381414,M,South East Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn,-101.0,51.0,False
24244,FFF,2013J,381959,M,Wales,Lower Than A Level,80-90%,0-35,1,60,N,Fail,-95.0,,True
24245,FFF,2013J,382125,M,North Region,Lower Than A Level,10-20,0-35,1,90,N,Withdrawn,-145.0,0.0,False
24246,FFF,2013J,382156,M,Wales,Lower Than A Level,40-50%,0-35,1,60,N,Fail,-54.0,,True
24247,FFF,2013J,382738,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-94.0,,True
24248,FFF,2013J,383517,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-25.0,,True
24249,FFF,2013J,384227,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-158.0,,True
24250,FFF,2013J,385033,M,Yorkshire Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-149.0,,True
24251,FFF,2013J,385195,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-101.0,,True
24252,FFF,2013J,385209,M,London Region,Lower Than A Level,30-40%,0-35,1,90,Y,Fail,-61.0,,True
24253,FFF,2013J,385547,M,North Western Region,Lower Than A Level,20-30%,0-35,0,180,N,Pass,-27.0,,True
24254,FFF,2013J,387507,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-149.0,,True
24255,FFF,2013J,387941,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-67.0,0.0,False
24256,FFF,2013J,388754,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Distinction,-192.0,,True
24257,FFF,2013J,389208,M,Wales,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-38.0,,True
24258,FFF,2013J,391187,M,Scotland,HE Qualification,40-50%,0-35,1,60,N,Pass,-38.0,,True
24259,FFF,2013J,392210,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-89.0,,True
24260,FFF,2013J,392427,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Fail,-49.0,,True
24261,FFF,2013J,392692,F,North Western Region,A Level or Equivalent,0-10%,35-55,3,180,N,Withdrawn,-62.0,62.0,False
24262,FFF,2013J,393526,F,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,Distinction,-66.0,,True
24263,FFF,2013J,393698,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-32.0,209.0,False
24264,FFF,2013J,393827,F,London Region,A Level or Equivalent,30-40%,0-35,1,150,N,Pass,-42.0,,True
24265,FFF,2013J,394218,M,North Region,A Level or Equivalent,10-20,35-55,1,60,N,Fail,-121.0,,True
24266,FFF,2013J,394239,M,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-44.0,,True
24267,FFF,2013J,395107,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn,-32.0,73.0,False
24268,FFF,2013J,395373,M,North Region,A Level or Equivalent,,0-35,2,120,N,Pass,-18.0,,True
24269,FFF,2013J,395696,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-28.0,,True
24270,FFF,2013J,395814,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-29.0,59.0,False
24271,FFF,2013J,396502,M,South East Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass,-113.0,,True
24272,FFF,2013J,397292,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-117.0,229.0,False
24273,FFF,2013J,397470,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-155.0,,True
24274,FFF,2013J,397506,F,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,-29.0,,True
24275,FFF,2013J,399863,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,270,N,Withdrawn,-110.0,95.0,False
24276,FFF,2013J,400145,M,Scotland,A Level or Equivalent,80-90%,0-35,1,90,N,Pass,-22.0,,True
24277,FFF,2013J,400266,M,London Region,A Level or Equivalent,20-30%,0-35,3,90,N,Pass,-45.0,,True
24278,FFF,2013J,401824,M,Wales,Lower Than A Level,0-10%,0-35,2,60,N,Fail,-36.0,,True
24279,FFF,2013J,401866,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,180,N,Withdrawn,-32.0,137.0,False
24280,FFF,2013J,402458,F,Ireland,A Level or Equivalent,30-40%,0-35,1,60,N,Withdrawn,-198.0,235.0,False
24281,FFF,2013J,402662,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Pass,-23.0,,True
24282,FFF,2013J,404536,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-31.0,,True
24283,FFF,2013J,404631,F,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-67.0,,True
24284,FFF,2013J,405314,M,North Western Region,A Level or Equivalent,60-70%,0-35,1,120,N,Fail,-17.0,,True
24285,FFF,2013J,406254,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-184.0,,True
24286,FFF,2013J,409040,M,East Anglian Region,Lower Than A Level,20-30%,0-35,1,90,N,Pass,-191.0,,True
24287,FFF,2013J,409276,F,Wales,Lower Than A Level,30-40%,0-35,0,180,N,Fail,-54.0,,True
24288,FFF,2013J,410666,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,2,120,N,Withdrawn,-62.0,-42.0,False
24289,FFF,2013J,410838,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,-75.0,,True
24290,FFF,2013J,411939,M,South Region,A Level or Equivalent,40-50%,35-55,1,180,N,Withdrawn,-54.0,32.0,False
24291,FFF,2013J,412697,M,North Region,A Level or Equivalent,80-90%,0-35,2,210,N,Pass,-26.0,,True
24292,FFF,2013J,413137,M,West Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,-60.0,41.0,False
24293,FFF,2013J,413259,F,Scotland,A Level or Equivalent,80-90%,35-55,3,240,N,Withdrawn,-194.0,-33.0,False
24294,FFF,2013J,413747,M,Ireland,Lower Than A Level,90-100%,35-55,0,60,N,Fail,-75.0,,True
24295,FFF,2013J,413950,M,North Region,Lower Than A Level,,0-35,1,60,N,Fail,-61.0,,True
24296,FFF,2013J,415724,M,Wales,HE Qualification,80-90%,35-55,0,90,N,Withdrawn,-54.0,44.0,False
24297,FFF,2013J,416304,M,East Anglian Region,HE Qualification,60-70%,0-35,0,120,N,Pass,-73.0,,True
24298,FFF,2013J,416426,M,East Anglian Region,HE Qualification,10-20,0-35,0,120,N,Withdrawn,-145.0,-31.0,False
24299,FFF,2013J,416696,F,Scotland,HE Qualification,20-30%,0-35,1,60,N,Withdrawn,-22.0,157.0,False
24300,FFF,2013J,417135,F,North Region,A Level or Equivalent,,35-55,1,60,N,Fail,-138.0,,True
24301,FFF,2013J,417414,M,London Region,HE Qualification,30-40%,0-35,1,90,N,Pass,-30.0,,True
24302,FFF,2013J,417663,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-138.0,,True
24303,FFF,2013J,418007,F,South Region,HE Qualification,90-100%,0-35,0,60,N,Distinction,-32.0,,True
24304,FFF,2013J,418129,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-82.0,-8.0,False
24305,FFF,2013J,418340,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,-51.0,,True
24306,FFF,2013J,419024,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-29.0,,True
24307,FFF,2013J,419565,M,East Anglian Region,Lower Than A Level,10-20,35-55,1,180,N,Fail,-15.0,,True
24308,FFF,2013J,419990,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-66.0,,True
24309,FFF,2013J,420867,M,Ireland,Lower Than A Level,,35-55,0,240,N,Pass,-32.0,,True
24310,FFF,2013J,421070,F,Scotland,HE Qualification,50-60%,35-55,0,120,N,Withdrawn,-29.0,100.0,False
24311,FFF,2013J,422006,F,London Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-67.0,,True
24312,FFF,2013J,423544,M,Scotland,HE Qualification,0-10%,35-55,0,60,N,Withdrawn,-82.0,-61.0,False
24313,FFF,2013J,424069,F,Wales,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,-46.0,2.0,False
24314,FFF,2013J,424171,M,South Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-121.0,,True
24315,FFF,2013J,424437,F,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-136.0,,True
24316,FFF,2013J,425218,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Fail,-24.0,,True
24317,FFF,2013J,426137,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-94.0,95.0,False
24318,FFF,2013J,426768,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Withdrawn,-57.0,87.0,False
24319,FFF,2013J,427802,F,South East Region,A Level or Equivalent,40-50%,0-35,0,150,Y,Pass,-114.0,,True
24320,FFF,2013J,428195,M,Wales,Lower Than A Level,70-80%,0-35,1,60,N,Fail,-43.0,,True
24321,FFF,2013J,429194,M,London Region,HE Qualification,10-20,35-55,1,60,N,Withdrawn,-62.0,0.0,False
24322,FFF,2013J,429832,M,Ireland,HE Qualification,,0-35,1,60,N,Fail,-43.0,,True
24323,FFF,2013J,432336,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-45.0,,True
24324,FFF,2013J,432474,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-19.0,,True
24325,FFF,2013J,432592,M,South East Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction,-136.0,,True
24326,FFF,2013J,432703,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-45.0,,True
24327,FFF,2013J,434617,M,Wales,Lower Than A Level,40-50%,0-35,1,120,N,Fail,-123.0,,True
24328,FFF,2013J,436044,M,North Region,A Level or Equivalent,30-40%,0-35,1,180,N,Fail,-61.0,,True
24329,FFF,2013J,438063,M,Wales,A Level or Equivalent,20-30%,35-55,1,60,Y,Withdrawn,-102.0,171.0,False
24330,FFF,2013J,438313,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,Fail,-29.0,,True
24331,FFF,2013J,438644,F,North Region,A Level or Equivalent,,35-55,2,60,N,Withdrawn,-28.0,235.0,False
24332,FFF,2013J,439053,M,South West Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-53.0,108.0,False
24333,FFF,2013J,439203,F,Wales,Lower Than A Level,10-20,35-55,0,90,N,Fail,-89.0,,True
24334,FFF,2013J,440851,M,Scotland,Lower Than A Level,30-40%,0-35,3,60,N,Fail,-88.0,,True
24335,FFF,2013J,441606,M,East Midlands Region,Lower Than A Level,10-20,0-35,2,120,N,Fail,-32.0,,True
24336,FFF,2013J,442432,M,South West Region,Lower Than A Level,10-20,0-35,2,100,N,Fail,-43.0,,True
24337,FFF,2013J,442670,M,South East Region,Lower Than A Level,10-20,0-35,2,120,N,Withdrawn,-122.0,112.0,False
24338,FFF,2013J,443300,M,South West Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,-116.0,0.0,False
24339,FFF,2013J,443753,M,Scotland,HE Qualification,0-10%,35-55,1,60,N,Fail,-108.0,,True
24340,FFF,2013J,443954,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-45.0,47.0,False
24341,FFF,2013J,444266,M,South West Region,A Level or Equivalent,70-80%,0-35,1,60,N,Pass,-32.0,,True
24342,FFF,2013J,444619,M,South Region,A Level or Equivalent,50-60%,35-55,0,90,N,Withdrawn,-22.0,37.0,False
24343,FFF,2013J,444697,M,South East Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-36.0,,True
24344,FFF,2013J,444856,M,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-73.0,,True
24345,FFF,2013J,445410,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-52.0,,True
24346,FFF,2013J,445728,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn,-42.0,-10.0,False
24347,FFF,2013J,445776,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-136.0,,True
24348,FFF,2013J,446628,M,North Western Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,-125.0,,True
24349,FFF,2013J,446746,M,Yorkshire Region,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn,-150.0,0.0,False
24350,FFF,2013J,447374,M,South West Region,HE Qualification,50-60%,35-55,0,60,N,Withdrawn,-117.0,-109.0,False
24351,FFF,2013J,447459,F,Wales,Lower Than A Level,70-80%,0-35,0,270,N,Fail,-1.0,,True
24352,FFF,2013J,464522,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,Y,Withdrawn,-130.0,-29.0,False
24353,FFF,2013J,464616,M,London Region,A Level or Equivalent,30-40%,0-35,1,90,N,Pass,-75.0,,True
24354,FFF,2013J,464981,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Distinction,-80.0,,True
24355,FFF,2013J,465009,M,North Region,A Level or Equivalent,,35-55,1,90,N,Withdrawn,-67.0,228.0,False
24356,FFF,2013J,465893,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,-82.0,,True
24357,FFF,2013J,465900,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-101.0,,True
24358,FFF,2013J,466425,M,Ireland,HE Qualification,70-80%,0-35,0,150,N,Fail,-29.0,,True
